Công Cụ Phân Tích Từ Khóa Miễn Phí - Keyword Planner Free

STT	Keyword	Volume	Length	Trend	Trend Data	Difficulty	Competition	Avg.CPC	KW Type	Question
3139	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3140	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3141	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3142	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3143	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3144	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3145	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3146	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3147	Upgrade VIP to view	0	3	0		31	0	0.02	exact	
3148	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3149	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3150	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3151	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3152	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3153	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3154	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3155	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3156	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3157	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3158	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3159	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3160	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3161	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3162	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3163	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3164	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3165	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3166	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3167	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3168	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3169	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3170	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3171	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3172	Upgrade VIP to view	0	3	0		31	0	0.02	exact	
3173	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3174	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3175	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3176	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3177	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3178	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3179	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3180	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3181	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3182	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3183	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3184	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3185	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3186	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3187	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3188	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3189	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3190	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3191	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3192	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3193	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3194	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3195	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3196	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	exact	
3197	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3198	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3199	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3200	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3201	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3202	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3203	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3204	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3205	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3206	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3207	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3208	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3209	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3210	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3211	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3212	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3213	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3214	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3215	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3216	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3217	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3218	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3219	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3220	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3221	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3222	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3223	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3224	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3225	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3226	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3227	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3228	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3229	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3230	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3231	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3232	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3233	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3234	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3235	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3236	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3237	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3238	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3239	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3240	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3241	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3242	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3243	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3244	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3245	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3246	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3247	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3248	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3249	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3250	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3251	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3252	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3253	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3254	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3255	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3256	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3257	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3258	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3259	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3260	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3261	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3262	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3263	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3264	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3265	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3266	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3267	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3268	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3269	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3270	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3271	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3272	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3273	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3274	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3275	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3276	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3277	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3278	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3279	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3280	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3281	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3282	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3283	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3284	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3285	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3286	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3287	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3288	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3289	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3290	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3291	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3292	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3293	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3294	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3295	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3296	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3297	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3298	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3299	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3300	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3301	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3302	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3303	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3304	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3305	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3306	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3307	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3308	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3309	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3310	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3311	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3312	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3313	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3314	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3315	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3316	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3317	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3318	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3319	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
